time, co2(ppm), temperature(C), rel_humidity(percent)
31-08-2023 04:51:43, 1535, 21.30, 73.35
31-08-2023 04:51:48, 1534, 21.31, 73.34
31-08-2023 04:51:53, 1533, 21.30, 73.36
31-08-2023 04:51:58, 1533, 21.30, 73.38
31-08-2023 04:52:03, 1534, 21.30, 73.36
31-08-2023 04:52:08, 1534, 21.30, 73.37
31-08-2023 04:52:13, 1535, 21.29, 73.38
31-08-2023 04:52:18, 1535, 21.28, 73.40
31-08-2023 04:52:23, 1535, 21.29, 73.42
31-08-2023 04:52:28, 1535, 21.29, 73.38
31-08-2023 04:52:33, 1535, 21.29, 73.36
31-08-2023 04:52:38, 1536, 21.29, 73.37
31-08-2023 04:52:43, 1536, 21.28, 73.40
31-08-2023 04:52:48, 1535, 21.29, 73.38
31-08-2023 04:52:53, 1535, 21.28, 73.40
31-08-2023 04:52:58, 1535, 21.28, 73.40
31-08-2023 04:53:03, 1535, 21.31, 73.37
31-08-2023 04:53:08, 1536, 21.29, 73.35
31-08-2023 04:53:13, 1535, 21.29, 73.36
31-08-2023 04:53:18, 1535, 21.30, 73.37
31-08-2023 04:53:23, 1535, 21.30, 73.36
31-08-2023 04:53:28, 1535, 21.32, 73.38
31-08-2023 04:53:33, 1535, 21.28, 73.38
31-08-2023 04:53:38, 1535, 21.30, 73.40
31-08-2023 04:53:43, 1534, 21.30, 73.39
31-08-2023 04:53:48, 1534, 21.26, 73.39
31-08-2023 04:53:53, 1534, 21.29, 73.43
31-08-2023 04:53:58, 1534, 21.27, 73.47
31-08-2023 04:54:03, 1535, 21.29, 73.44
31-08-2023 04:54:08, 1535, 21.29, 73.42
31-08-2023 04:54:13, 1536, 21.29, 73.41
31-08-2023 04:54:18, 1536, 21.28, 73.42
31-08-2023 04:54:23, 1536, 21.30, 73.42
31-08-2023 04:54:28, 1536, 21.28, 73.40
31-08-2023 04:54:33, 1536, 21.29, 73.40
31-08-2023 04:54:38, 1535, 21.30, 73.41
31-08-2023 04:54:43, 1534, 21.28, 73.38
31-08-2023 04:54:48, 1534, 21.30, 73.32
31-08-2023 04:54:53, 1534, 21.31, 73.39
31-08-2023 04:54:58, 1534, 21.27, 73.42
31-08-2023 04:55:03, 1534, 21.28, 73.36
31-08-2023 04:55:08, 1533, 21.29, 73.37
31-08-2023 04:55:13, 1534, 21.31, 73.44
31-08-2023 04:55:18, 1534, 21.30, 73.39
31-08-2023 04:55:23, 1535, 21.29, 73.44
31-08-2023 04:55:28, 1536, 21.28, 73.43
31-08-2023 04:55:33, 1536, 21.27, 73.41
31-08-2023 04:55:38, 1537, 21.29, 73.44
31-08-2023 04:55:43, 1541, 21.29, 73.45
31-08-2023 04:55:48, 1543, 21.31, 73.40
31-08-2023 04:55:53, 1543, 21.28, 73.45
31-08-2023 04:55:58, 1542, 21.29, 73.37
31-08-2023 04:56:03, 1543, 21.28, 73.44
31-08-2023 04:56:08, 1544, 21.28, 73.46
31-08-2023 04:56:13, 1544, 21.29, 73.45
31-08-2023 04:56:18, 1547, 21.30, 73.43
31-08-2023 04:56:23, 1549, 21.30, 73.45
31-08-2023 04:56:28, 1549, 21.28, 73.42
31-08-2023 04:56:33, 1548, 21.29, 73.42
31-08-2023 04:56:38, 1550, 21.28, 73.40
31-08-2023 04:56:43, 1548, 21.30, 73.40
31-08-2023 04:56:48, 1549, 21.28, 73.42
31-08-2023 04:56:53, 1550, 21.29, 73.42
31-08-2023 04:56:58, 1550, 21.30, 73.43
31-08-2023 04:57:03, 1550, 21.28, 73.38
31-08-2023 04:57:08, 1550, 21.29, 73.40
31-08-2023 04:57:13, 1550, 21.28, 73.40
31-08-2023 04:57:18, 1551, 21.30, 73.39
31-08-2023 04:57:23, 1550, 21.29, 73.38
31-08-2023 04:57:28, 1550, 21.31, 73.42
31-08-2023 04:57:33, 1549, 21.30, 73.41
31-08-2023 04:57:38, 1549, 21.30, 73.39
31-08-2023 04:57:43, 1549, 21.29, 73.43
31-08-2023 04:57:48, 1548, 21.28, 73.44
31-08-2023 04:57:53, 1548, 21.25, 73.36
31-08-2023 04:57:58, 1547, 21.28, 73.37
31-08-2023 04:58:03, 1547, 21.29, 73.37
31-08-2023 04:58:08, 1547, 21.26, 73.38
31-08-2023 04:58:13, 1546, 21.28, 73.39
31-08-2023 04:58:18, 1546, 21.29, 73.38
31-08-2023 04:58:23, 1545, 21.28, 73.38
31-08-2023 04:58:28, 1544, 21.28, 73.38
31-08-2023 04:58:33, 1544, 21.27, 73.37
31-08-2023 04:58:38, 1543, 21.28, 73.40
31-08-2023 04:58:43, 1541, 21.28, 73.42
31-08-2023 04:58:48, 1541, 21.28, 73.40
31-08-2023 04:58:53, 1540, 21.26, 73.38
31-08-2023 04:58:58, 1540, 21.27, 73.38
31-08-2023 04:59:03, 1541, 21.26, 73.42
31-08-2023 04:59:08, 1541, 21.28, 73.38
31-08-2023 04:59:13, 1542, 21.29, 73.43
31-08-2023 04:59:18, 1541, 21.28, 73.42
31-08-2023 04:59:23, 1541, 21.27, 73.41
31-08-2023 04:59:28, 1541, 21.26, 73.38
31-08-2023 04:59:33, 1540, 21.27, 73.40
31-08-2023 04:59:38, 1541, 21.30, 73.43
31-08-2023 04:59:43, 1541, 21.29, 73.41
31-08-2023 04:59:48, 1541, 21.28, 73.41
31-08-2023 04:59:54, 1542, 21.31, 73.39
31-08-2023 04:59:59, 1542, 21.28, 73.44
31-08-2023 05:00:04, 1542, 21.27, 73.40
31-08-2023 05:00:09, 1543, 21.30, 73.42
31-08-2023 05:00:14, 1543, 21.28, 73.42
31-08-2023 05:00:19, 1544, 21.29, 73.40
31-08-2023 05:00:24, 1544, 21.29, 73.40
31-08-2023 05:00:29, 1544, 21.29, 73.42
31-08-2023 05:00:34, 1543, 21.30, 73.43
31-08-2023 05:00:39, 1543, 21.28, 73.43
31-08-2023 05:00:44, 1543, 21.28, 73.36
31-08-2023 05:00:49, 1543, 21.29, 73.38
31-08-2023 05:00:54, 1544, 21.29, 73.38
31-08-2023 05:00:59, 1543, 21.28, 73.38
31-08-2023 05:01:04, 1543, 21.29, 73.41
31-08-2023 05:01:09, 1543, 21.27, 73.34
31-08-2023 05:01:14, 1543, 21.29, 73.37
31-08-2023 05:01:19, 1544, 21.27, 73.40
31-08-2023 05:01:24, 1544, 21.28, 73.38
31-08-2023 05:01:29, 1544, 21.29, 73.39
31-08-2023 05:01:34, 1544, 21.27, 73.37
31-08-2023 05:01:39, 1545, 21.27, 73.36
31-08-2023 05:01:44, 1544, 21.27, 73.35
31-08-2023 05:01:49, 1544, 21.30, 73.37
31-08-2023 05:01:54, 1545, 21.28, 73.38
31-08-2023 05:01:59, 1545, 21.29, 73.39
31-08-2023 05:02:04, 1544, 21.27, 73.40
31-08-2023 05:02:09, 1544, 21.29, 73.38
31-08-2023 05:02:14, 1543, 21.28, 73.36
31-08-2023 05:02:19, 1542, 21.28, 73.36
31-08-2023 05:02:24, 1542, 21.28, 73.41
31-08-2023 05:02:29, 1542, 21.28, 73.38
31-08-2023 05:02:34, 1541, 21.29, 73.39
31-08-2023 05:02:39, 1540, 21.28, 73.36
31-08-2023 05:02:44, 1539, 21.29, 73.36
31-08-2023 05:02:49, 1538, 21.27, 73.34
31-08-2023 05:02:54, 1537, 21.29, 73.32
31-08-2023 05:02:59, 1537, 21.27, 73.32
31-08-2023 05:03:04, 1536, 21.29, 73.34
31-08-2023 05:03:09, 1536, 21.29, 73.35
31-08-2023 05:03:14, 1535, 21.28, 73.32
31-08-2023 05:03:19, 1534, 21.30, 73.34
31-08-2023 05:03:24, 1534, 21.29, 73.30
31-08-2023 05:03:29, 1535, 21.27, 73.32
31-08-2023 05:03:34, 1535, 21.28, 73.38
31-08-2023 05:03:39, 1535, 21.27, 73.41
31-08-2023 05:03:44, 1535, 21.29, 73.39
31-08-2023 05:03:49, 1536, 21.28, 73.40
31-08-2023 05:03:54, 1536, 21.28, 73.40
31-08-2023 05:03:59, 1535, 21.29, 73.44
31-08-2023 05:04:04, 1536, 21.27, 73.37
31-08-2023 05:04:09, 1536, 21.28, 73.38
31-08-2023 05:04:14, 1536, 21.27, 73.36
31-08-2023 05:04:19, 1534, 21.29, 73.36
31-08-2023 05:04:24, 1533, 21.25, 73.41
31-08-2023 05:04:29, 1533, 21.27, 73.40
31-08-2023 05:04:34, 1533, 21.26, 73.41
31-08-2023 05:04:39, 1533, 21.29, 73.38
31-08-2023 05:04:44, 1533, 21.27, 73.39
31-08-2023 05:04:49, 1533, 21.27, 73.37
31-08-2023 05:04:54, 1534, 21.29, 73.41
31-08-2023 05:04:59, 1535, 21.27, 73.43
31-08-2023 05:05:04, 1534, 21.28, 73.41
31-08-2023 05:05:09, 1535, 21.25, 73.39
31-08-2023 05:05:14, 1536, 21.30, 73.43
31-08-2023 05:05:19, 1535, 21.26, 73.41
31-08-2023 05:05:24, 1534, 21.26, 73.41
31-08-2023 05:05:29, 1533, 21.27, 73.42
31-08-2023 05:05:34, 1533, 21.25, 73.42
31-08-2023 05:05:39, 1533, 21.27, 73.40
31-08-2023 05:05:44, 1533, 21.26, 73.40
31-08-2023 05:05:49, 1534, 21.27, 73.43
31-08-2023 05:05:54, 1535, 21.27, 73.42
31-08-2023 05:05:59, 1535, 21.30, 73.42
31-08-2023 05:06:04, 1535, 21.31, 73.43
31-08-2023 05:06:09, 1538, 21.27, 73.42
31-08-2023 05:06:14, 1537, 21.28, 73.38
31-08-2023 05:06:19, 1537, 21.28, 73.38
31-08-2023 05:06:24, 1537, 21.28, 73.37
31-08-2023 05:06:29, 1536, 21.30, 73.38
31-08-2023 05:06:34, 1537, 21.28, 73.40
31-08-2023 05:06:39, 1536, 21.27, 73.37
31-08-2023 05:06:44, 1536, 21.27, 73.37
31-08-2023 05:06:49, 1535, 21.27, 73.34
31-08-2023 05:06:54, 1534, 21.27, 73.38
31-08-2023 05:06:59, 1534, 21.28, 73.38
31-08-2023 05:07:04, 1534, 21.27, 73.39
31-08-2023 05:07:09, 1534, 21.28, 73.36
31-08-2023 05:07:14, 1534, 21.27, 73.37
31-08-2023 05:07:19, 1533, 21.27, 73.38
31-08-2023 05:07:24, 1533, 21.28, 73.38
31-08-2023 05:07:29, 1530, 21.27, 73.36
31-08-2023 05:07:34, 1530, 21.26, 73.36
31-08-2023 05:07:39, 1530, 21.27, 73.34
31-08-2023 05:07:44, 1530, 21.27, 73.36
31-08-2023 05:07:49, 1530, 21.27, 73.36
31-08-2023 05:07:54, 1529, 21.27, 73.38
31-08-2023 05:07:59, 1529, 21.27, 73.36
31-08-2023 05:08:04, 1530, 21.25, 73.33
31-08-2023 05:08:09, 1531, 21.25, 73.36
31-08-2023 05:08:14, 1531, 21.23, 73.36
31-08-2023 05:08:19, 1530, 21.27, 73.34
31-08-2023 05:08:24, 1530, 21.27, 73.38
31-08-2023 05:08:29, 1530, 21.26, 73.37
31-08-2023 05:08:34, 1529, 21.27, 73.34
31-08-2023 05:08:39, 1529, 21.25, 73.36
31-08-2023 05:08:44, 1528, 21.27, 73.37
31-08-2023 05:08:49, 1528, 21.25, 73.36
31-08-2023 05:08:54, 1529, 21.28, 73.38
31-08-2023 05:08:59, 1529, 21.27, 73.36
31-08-2023 05:09:04, 1527, 21.28, 73.38
31-08-2023 05:09:09, 1528, 21.25, 73.36
31-08-2023 05:09:14, 1528, 21.26, 73.34
31-08-2023 05:09:19, 1529, 21.26, 73.33
31-08-2023 05:09:24, 1528, 21.26, 73.39
31-08-2023 05:09:29, 1528, 21.27, 73.32
31-08-2023 05:09:34, 1528, 21.26, 73.36
31-08-2023 05:09:39, 1528, 21.26, 73.36
31-08-2023 05:09:44, 1528, 21.25, 73.39
31-08-2023 05:09:49, 1527, 21.27, 73.34
31-08-2023 05:09:54, 1528, 21.27, 73.42
31-08-2023 05:09:59, 1528, 21.27, 73.43
31-08-2023 05:10:04, 1529, 21.24, 73.37
31-08-2023 05:10:09, 1528, 21.27, 73.30
31-08-2023 05:10:14, 1527, 21.24, 73.38
31-08-2023 05:10:19, 1528, 21.26, 73.34
31-08-2023 05:10:24, 1528, 21.26, 73.39
31-08-2023 05:10:29, 1528, 21.25, 73.36
31-08-2023 05:10:34, 1528, 21.27, 73.39
31-08-2023 05:10:39, 1527, 21.23, 73.36
31-08-2023 05:10:44, 1527, 21.27, 73.35
31-08-2023 05:10:49, 1527, 21.26, 73.37
31-08-2023 05:10:54, 1527, 21.25, 73.37
31-08-2023 05:10:59, 1527, 21.25, 73.37
31-08-2023 05:11:04, 1526, 21.26, 73.37
31-08-2023 05:11:09, 1525, 21.26, 73.34
31-08-2023 05:11:14, 1526, 21.28, 73.36
31-08-2023 05:11:19, 1526, 21.26, 73.32
31-08-2023 05:11:24, 1526, 21.25, 73.37
31-08-2023 05:11:29, 1527, 21.26, 73.30
31-08-2023 05:11:34, 1527, 21.25, 73.34
31-08-2023 05:11:39, 1526, 21.24, 73.31
31-08-2023 05:11:44, 1526, 21.26, 73.33
31-08-2023 05:11:49, 1526, 21.25, 73.32
31-08-2023 05:11:54, 1526, 21.25, 73.34
31-08-2023 05:11:59, 1526, 21.25, 73.34
31-08-2023 05:12:04, 1526, 21.27, 73.36
31-08-2023 05:12:09, 1526, 21.26, 73.33
31-08-2023 05:12:14, 1525, 21.27, 73.32
31-08-2023 05:12:19, 1525, 21.27, 73.38
31-08-2023 05:12:24, 1526, 21.24, 73.34
31-08-2023 05:12:29, 1526, 21.25, 73.36
31-08-2023 05:12:34, 1526, 21.24, 73.38
31-08-2023 05:12:39, 1525, 21.24, 73.40
31-08-2023 05:12:44, 1526, 21.27, 73.39
31-08-2023 05:12:49, 1526, 21.26, 73.37
31-08-2023 05:12:54, 1525, 21.27, 73.39
31-08-2023 05:12:59, 1527, 21.24, 73.37
31-08-2023 05:13:04, 1527, 21.26, 73.34
31-08-2023 05:13:09, 1527, 21.29, 73.38
31-08-2023 05:13:14, 1526, 21.27, 73.34
31-08-2023 05:13:19, 1527, 21.28, 73.35
31-08-2023 05:13:24, 1527, 21.26, 73.32
31-08-2023 05:13:29, 1527, 21.27, 73.34
31-08-2023 05:13:34, 1527, 21.26, 73.34
31-08-2023 05:13:39, 1529, 21.26, 73.34
31-08-2023 05:13:44, 1529, 21.25, 73.32
31-08-2023 05:13:49, 1530, 21.27, 73.32
31-08-2023 05:13:54, 1530, 21.24, 73.31
31-08-2023 05:13:59, 1528, 21.25, 73.27
31-08-2023 05:14:04, 1528, 21.27, 73.34
31-08-2023 05:14:09, 1529, 21.25, 73.31
31-08-2023 05:14:15, 1528, 21.28, 73.36
31-08-2023 05:14:20, 1529, 21.25, 73.29
31-08-2023 05:14:25, 1530, 21.27, 73.31
31-08-2023 05:14:30, 1530, 21.27, 73.34
31-08-2023 05:14:35, 1530, 21.27, 73.32
31-08-2023 05:14:40, 1530, 21.25, 73.31
31-08-2023 05:14:45, 1531, 21.27, 73.34
31-08-2023 05:14:50, 1530, 21.27, 73.31
31-08-2023 05:14:55, 1530, 21.24, 73.37
31-08-2023 05:15:00, 1530, 21.26, 73.29
31-08-2023 05:15:05, 1531, 21.24, 73.32
31-08-2023 05:15:10, 1530, 21.27, 73.38
31-08-2023 05:15:15, 1530, 21.24, 73.36
31-08-2023 05:15:20, 1530, 21.25, 73.33
31-08-2023 05:15:25, 1529, 21.24, 73.31
31-08-2023 05:15:30, 1530, 21.26, 73.33
31-08-2023 05:15:35, 1530, 21.24, 73.33
31-08-2023 05:15:40, 1529, 21.24, 73.34
31-08-2023 05:15:45, 1530, 21.25, 73.37
31-08-2023 05:15:50, 1530, 21.25, 73.32
31-08-2023 05:15:55, 1530, 21.24, 73.30
31-08-2023 05:16:00, 1529, 21.25, 73.31
31-08-2023 05:16:05, 1529, 21.23, 73.37
31-08-2023 05:16:10, 1528, 21.25, 73.34
31-08-2023 05:16:15, 1528, 21.25, 73.31
31-08-2023 05:16:20, 1528, 21.24, 73.31
31-08-2023 05:16:25, 1528, 21.27, 73.38
31-08-2023 05:16:30, 1528, 21.26, 73.38
31-08-2023 05:16:35, 1528, 21.24, 73.33
31-08-2023 05:16:40, 1529, 21.24, 73.33
31-08-2023 05:16:45, 1529, 21.26, 73.40
31-08-2023 05:16:50, 1530, 21.24, 73.36
31-08-2023 05:16:55, 1529, 21.25, 73.36
31-08-2023 05:17:00, 1529, 21.25, 73.31
31-08-2023 05:17:05, 1529, 21.25, 73.33
31-08-2023 05:17:10, 1529, 21.26, 73.31
31-08-2023 05:17:15, 1528, 21.25, 73.32
31-08-2023 05:17:20, 1528, 21.25, 73.34
31-08-2023 05:17:25, 1527, 21.27, 73.31
31-08-2023 05:17:30, 1528, 21.23, 73.33
31-08-2023 05:17:35, 1528, 21.25, 73.33
31-08-2023 05:17:40, 1528, 21.24, 73.31
31-08-2023 05:17:45, 1526, 21.24, 73.33
31-08-2023 05:17:50, 1526, 21.26, 73.30
31-08-2023 05:17:55, 1526, 21.25, 73.34
31-08-2023 05:18:00, 1526, 21.26, 73.38
31-08-2023 05:18:05, 1526, 21.24, 73.32
31-08-2023 05:18:10, 1526, 21.21, 73.28
31-08-2023 05:18:15, 1525, 21.24, 73.32
31-08-2023 05:18:20, 1524, 21.24, 73.31
31-08-2023 05:18:25, 1526, 21.23, 73.36
31-08-2023 05:18:30, 1524, 21.26, 73.32
31-08-2023 05:18:35, 1524, 21.25, 73.33
31-08-2023 05:18:40, 1524, 21.23, 73.33
31-08-2023 05:18:45, 1523, 21.26, 73.34
31-08-2023 05:18:50, 1523, 21.24, 73.29
31-08-2023 05:18:55, 1524, 21.24, 73.34
31-08-2023 05:19:00, 1524, 21.26, 73.32
31-08-2023 05:19:05, 1524, 21.25, 73.39
31-08-2023 05:19:10, 1524, 21.24, 73.37
31-08-2023 05:19:15, 1524, 21.26, 73.32
31-08-2023 05:19:20, 1525, 21.25, 73.28
31-08-2023 05:19:25, 1523, 21.25, 73.32
31-08-2023 05:19:30, 1523, 21.25, 73.31
31-08-2023 05:19:35, 1523, 21.24, 73.30
31-08-2023 05:19:40, 1523, 21.24, 73.34
31-08-2023 05:19:45, 1524, 21.26, 73.34
31-08-2023 05:19:50, 1524, 21.25, 73.34
31-08-2023 05:19:55, 1524, 21.27, 73.29
31-08-2023 05:20:00, 1525, 21.25, 73.37
31-08-2023 05:20:05, 1525, 21.24, 73.37
31-08-2023 05:20:10, 1526, 21.25, 73.37
31-08-2023 05:20:15, 1527, 21.25, 73.43
31-08-2023 05:20:20, 1529, 21.23, 73.41
31-08-2023 05:20:25, 1529, 21.23, 73.39
31-08-2023 05:20:30, 1529, 21.24, 73.37
31-08-2023 05:20:35, 1529, 21.27, 73.34
31-08-2023 05:20:40, 1529, 21.25, 73.38
31-08-2023 05:20:45, 1530, 21.28, 73.38
31-08-2023 05:20:50, 1530, 21.25, 73.37
31-08-2023 05:20:55, 1530, 21.26, 73.41
31-08-2023 05:21:00, 1530, 21.25, 73.38
31-08-2023 05:21:05, 1532, 21.24, 73.32
31-08-2023 05:21:10, 1533, 21.26, 73.37
31-08-2023 05:21:15, 1533, 21.26, 73.34
31-08-2023 05:21:20, 1533, 21.27, 73.31
31-08-2023 05:21:25, 1534, 21.26, 73.32
31-08-2023 05:21:30, 1534, 21.25, 73.34
31-08-2023 05:21:35, 1535, 21.27, 73.34
31-08-2023 05:21:40, 1534, 21.26, 73.36
31-08-2023 05:21:45, 1534, 21.27, 73.37
31-08-2023 05:21:50, 1533, 21.27, 73.25
31-08-2023 05:21:55, 1534, 21.27, 73.31
31-08-2023 05:22:00, 1533, 21.26, 73.32
31-08-2023 05:22:05, 1534, 21.26, 73.28
31-08-2023 05:22:10, 1533, 21.24, 73.32
31-08-2023 05:22:15, 1532, 21.25, 73.30
31-08-2023 05:22:20, 1533, 21.26, 73.30
31-08-2023 05:22:25, 1532, 21.24, 73.29
31-08-2023 05:22:30, 1531, 21.26, 73.33
31-08-2023 05:22:35, 1531, 21.25, 73.30
31-08-2023 05:22:40, 1528, 21.27, 73.31
31-08-2023 05:22:45, 1527, 21.25, 73.30
31-08-2023 05:22:50, 1527, 21.25, 73.30
31-08-2023 05:22:55, 1528, 21.26, 73.36
31-08-2023 05:23:00, 1529, 21.24, 73.34
31-08-2023 05:23:05, 1528, 21.23, 73.32
31-08-2023 05:23:10, 1528, 21.24, 73.34
31-08-2023 05:23:15, 1529, 21.24, 73.32
31-08-2023 05:23:20, 1530, 21.25, 73.37
31-08-2023 05:23:25, 1529, 21.25, 73.37
31-08-2023 05:23:30, 1529, 21.24, 73.37
31-08-2023 05:23:35, 1530, 21.27, 73.32
31-08-2023 05:23:40, 1529, 21.23, 73.31
31-08-2023 05:23:45, 1530, 21.23, 73.34
31-08-2023 05:23:50, 1530, 21.25, 73.31
31-08-2023 05:23:55, 1529, 21.26, 73.33
31-08-2023 05:24:00, 1530, 21.24, 73.31
31-08-2023 05:24:05, 1530, 21.26, 73.30
31-08-2023 05:24:10, 1530, 21.23, 73.34
31-08-2023 05:24:15, 1531, 21.25, 73.33
31-08-2023 05:24:20, 1532, 21.27, 73.31
31-08-2023 05:24:25, 1532, 21.24, 73.31
31-08-2023 05:24:30, 1532, 21.25, 73.34
31-08-2023 05:24:35, 1532, 21.23, 73.36
31-08-2023 05:24:40, 1532, 21.25, 73.31
31-08-2023 05:24:45, 1532, 21.28, 73.36
31-08-2023 05:24:50, 1532, 21.23, 73.28
31-08-2023 05:24:55, 1531, 21.24, 73.29
31-08-2023 05:25:00, 1531, 21.24, 73.29
31-08-2023 05:25:05, 1530, 21.25, 73.30
31-08-2023 05:25:10, 1531, 21.24, 73.31
31-08-2023 05:25:15, 1531, 21.25, 73.30
31-08-2023 05:25:20, 1530, 21.26, 73.32
31-08-2023 05:25:25, 1530, 21.26, 73.29
31-08-2023 05:25:30, 1530, 21.25, 73.30
31-08-2023 05:25:35, 1529, 21.27, 73.28
31-08-2023 05:25:40, 1529, 21.27, 73.32
31-08-2023 05:25:45, 1529, 21.24, 73.29
31-08-2023 05:25:50, 1529, 21.27, 73.34
31-08-2023 05:25:55, 1529, 21.25, 73.28
31-08-2023 05:26:00, 1529, 21.25, 73.26
31-08-2023 05:26:05, 1530, 21.25, 73.30
31-08-2023 05:26:10, 1530, 21.27, 73.31
31-08-2023 05:26:15, 1531, 21.26, 73.30
31-08-2023 05:26:20, 1532, 21.24, 73.25
31-08-2023 05:26:25, 1531, 21.25, 73.24
31-08-2023 05:26:30, 1531, 21.26, 73.28
31-08-2023 05:26:35, 1531, 21.26, 73.29
31-08-2023 05:26:40, 1530, 21.27, 73.30
31-08-2023 05:26:45, 1531, 21.25, 73.26
31-08-2023 05:26:50, 1530, 21.27, 73.29
31-08-2023 05:26:55, 1531, 21.25, 73.31
31-08-2023 05:27:00, 1531, 21.26, 73.27
31-08-2023 05:27:05, 1532, 21.25, 73.23
31-08-2023 05:27:10, 1533, 21.26, 73.27
31-08-2023 05:27:15, 1533, 21.26, 73.28
31-08-2023 05:27:20, 1533, 21.27, 73.24
31-08-2023 05:27:25, 1532, 21.26, 73.29
31-08-2023 05:27:30, 1532, 21.25, 73.29
31-08-2023 05:27:35, 1532, 21.26, 73.25
31-08-2023 05:27:40, 1532, 21.26, 73.30
31-08-2023 05:27:45, 1532, 21.25, 73.26
31-08-2023 05:27:50, 1532, 21.26, 73.28
31-08-2023 05:27:55, 1532, 21.26, 73.30
31-08-2023 05:28:00, 1532, 21.24, 73.29
31-08-2023 05:28:05, 1532, 21.26, 73.24
31-08-2023 05:28:10, 1532, 21.24, 73.28
31-08-2023 05:28:15, 1532, 21.25, 73.27
31-08-2023 05:28:20, 1531, 21.25, 73.27
31-08-2023 05:28:25, 1531, 21.25, 73.20
31-08-2023 05:28:30, 1533, 21.24, 73.28
31-08-2023 05:28:35, 1533, 21.24, 73.26
31-08-2023 05:28:40, 1532, 21.23, 73.28
31-08-2023 05:28:45, 1531, 21.24, 73.29
31-08-2023 05:28:50, 1531, 21.27, 73.32
31-08-2023 05:28:55, 1530, 21.24, 73.30
31-08-2023 05:29:00, 1530, 21.24, 73.28
31-08-2023 05:29:05, 1530, 21.24, 73.29
31-08-2023 05:29:10, 1530, 21.23, 73.28
31-08-2023 05:29:15, 1529, 21.25, 73.30
31-08-2023 05:29:20, 1529, 21.24, 73.26
31-08-2023 05:29:25, 1527, 21.23, 73.29
31-08-2023 05:29:31, 1527, 21.24, 73.27
31-08-2023 05:29:36, 1526, 21.24, 73.27
31-08-2023 05:29:41, 1525, 21.26, 73.26
31-08-2023 05:29:46, 1525, 21.21, 73.31
31-08-2023 05:29:51, 1525, 21.24, 73.32
31-08-2023 05:29:56, 1525, 21.25, 73.27
31-08-2023 05:30:01, 1525, 21.22, 73.24
31-08-2023 05:30:06, 1525, 21.24, 73.27
31-08-2023 05:30:11, 1525, 21.23, 73.27
31-08-2023 05:30:16, 1526, 21.25, 73.28
31-08-2023 05:30:21, 1527, 21.24, 73.29
31-08-2023 05:30:26, 1526, 21.22, 73.25
31-08-2023 05:30:31, 1526, 21.26, 73.29
31-08-2023 05:30:36, 1526, 21.26, 73.28
31-08-2023 05:30:41, 1526, 21.24, 73.25
31-08-2023 05:30:46, 1525, 21.24, 73.28
31-08-2023 05:30:51, 1525, 21.24, 73.30
31-08-2023 05:30:56, 1526, 21.24, 73.27
31-08-2023 05:31:01, 1525, 21.24, 73.27
31-08-2023 05:31:06, 1525, 21.23, 73.33
31-08-2023 05:31:11, 1525, 21.25, 73.29
31-08-2023 05:31:16, 1525, 21.25, 73.30
31-08-2023 05:31:21, 1524, 21.24, 73.30
31-08-2023 05:31:26, 1524, 21.25, 73.28
31-08-2023 05:31:31, 1525, 21.24, 73.28
31-08-2023 05:31:36, 1525, 21.24, 73.27
31-08-2023 05:31:41, 1525, 21.26, 73.28
31-08-2023 05:31:46, 1525, 21.24, 73.24
31-08-2023 05:31:51, 1525, 21.23, 73.26
31-08-2023 05:31:56, 1526, 21.24, 73.26
31-08-2023 05:32:01, 1526, 21.25, 73.29
31-08-2023 05:32:06, 1529, 21.23, 73.29
31-08-2023 05:32:11, 1529, 21.26, 73.34
31-08-2023 05:32:16, 1531, 21.25, 73.30
31-08-2023 05:32:21, 1530, 21.24, 73.29
31-08-2023 05:32:26, 1530, 21.24, 73.30
31-08-2023 05:32:31, 1531, 21.24, 73.34
31-08-2023 05:32:36, 1532, 21.23, 73.34
31-08-2023 05:32:41, 1532, 21.25, 73.31
31-08-2023 05:32:46, 1533, 21.25, 73.33
31-08-2023 05:32:51, 1533, 21.23, 73.36
31-08-2023 05:32:56, 1535, 21.25, 73.34
31-08-2023 05:33:01, 1535, 21.27, 73.31
31-08-2023 05:33:06, 1535, 21.25, 73.33
31-08-2023 05:33:11, 1535, 21.25, 73.32
31-08-2023 05:33:16, 1535, 21.23, 73.32
31-08-2023 05:33:21, 1535, 21.24, 73.27
31-08-2023 05:33:26, 1536, 21.24, 73.30
31-08-2023 05:33:31, 1537, 21.24, 73.34
31-08-2023 05:33:36, 1537, 21.25, 73.31
31-08-2023 05:33:41, 1537, 21.24, 73.29
31-08-2023 05:33:46, 1537, 21.23, 73.25
31-08-2023 05:33:51, 1537, 21.24, 73.25
31-08-2023 05:33:56, 1537, 21.23, 73.27
31-08-2023 05:34:01, 1538, 21.25, 73.30
31-08-2023 05:34:06, 1540, 21.24, 73.25
31-08-2023 05:34:11, 1541, 21.24, 73.27
31-08-2023 05:34:16, 1541, 21.25, 73.26
31-08-2023 05:34:21, 1541, 21.26, 73.22
31-08-2023 05:34:26, 1541, 21.24, 73.26
31-08-2023 05:34:31, 1541, 21.25, 73.28
31-08-2023 05:34:36, 1541, 21.25, 73.27
31-08-2023 05:34:41, 1541, 21.25, 73.26
31-08-2023 05:34:46, 1540, 21.24, 73.27
