time, co2(ppm), temperature(°C), rel_humidity(percent)
2023/09/07 18:47:30, 1075, 23.20, 87.68
2023/09/07 18:47:35, 1075, 23.20, 87.70
2023/09/07 18:47:40, 1075, 23.22, 87.70
2023/09/07 18:47:45, 1076, 23.19, 87.71
2023/09/07 18:47:50, 1079, 23.21, 87.69
2023/09/07 18:47:55, 1079, 23.20, 87.70
2023/09/07 18:48:00, 1080, 23.20, 87.67
2023/09/07 18:48:05, 1080, 23.21, 87.72
2023/09/07 18:48:10, 1079, 23.18, 87.66
2023/09/07 18:48:15, 1080, 23.21, 87.67
2023/09/07 18:48:20, 1079, 23.19, 87.65
2023/09/07 18:48:25, 1080, 23.20, 87.65
2023/09/07 18:48:30, 1079, 23.23, 87.68
2023/09/07 18:48:35, 1079, 23.22, 87.69
2023/09/07 18:48:40, 1079, 23.21, 87.68
2023/09/07 18:48:45, 1078, 23.22, 87.69
2023/09/07 18:48:50, 1078, 23.20, 87.69
2023/09/07 18:48:55, 1078, 23.20, 87.70
2023/09/07 18:49:00, 1078, 23.21, 87.65
2023/09/07 18:49:05, 1079, 23.20, 87.62
2023/09/07 18:49:10, 1080, 23.21, 87.68
2023/09/07 18:49:15, 1080, 23.20, 87.69
2023/09/07 18:49:20, 1082, 23.21, 87.64
2023/09/07 18:49:25, 1081, 23.22, 87.71
2023/09/07 18:49:30, 1082, 23.22, 87.69
2023/09/07 18:49:35, 1081, 23.23, 87.68
2023/09/07 18:49:40, 1082, 23.21, 87.64
2023/09/07 18:49:45, 1082, 23.23, 87.66
2023/09/07 18:49:50, 1083, 23.20, 87.66
2023/09/07 18:49:55, 1085, 23.21, 87.71
2023/09/07 18:50:00, 1085, 23.21, 87.67
2023/09/07 18:50:05, 1086, 23.22, 87.69
2023/09/07 18:50:10, 1086, 23.21, 87.64
2023/09/07 18:50:15, 1087, 23.20, 87.63
2023/09/07 18:50:20, 1088, 23.19, 87.66
2023/09/07 18:50:25, 1087, 23.23, 87.71
2023/09/07 18:50:30, 1087, 23.20, 87.65
2023/09/07 18:50:35, 1087, 23.21, 87.68
2023/09/07 18:50:40, 1086, 23.20, 87.64
2023/09/07 18:50:45, 1087, 23.21, 87.66
2023/09/07 18:50:50, 1087, 23.21, 87.63
2023/09/07 18:50:55, 1088, 23.21, 87.67
2023/09/07 18:51:00, 1087, 23.21, 87.64
2023/09/07 18:51:05, 1088, 23.23, 87.68
2023/09/07 18:51:10, 1089, 23.22, 87.64
2023/09/07 18:51:15, 1089, 23.20, 87.65
2023/09/07 18:51:20, 1092, 23.22, 87.65
2023/09/07 18:51:25, 1091, 23.20, 87.64
2023/09/07 18:51:30, 1092, 23.21, 87.62
2023/09/07 18:51:35, 1092, 23.21, 87.66
2023/09/07 18:51:40, 1092, 23.22, 87.66
2023/09/07 18:51:45, 1092, 23.22, 87.66
2023/09/07 18:51:50, 1094, 23.19, 87.64
2023/09/07 18:51:55, 1093, 23.23, 87.66
2023/09/07 18:52:00, 1093, 23.22, 87.66
2023/09/07 18:52:05, 1095, 23.23, 87.66
2023/09/07 18:52:10, 1097, 23.20, 87.64
2023/09/07 18:52:15, 1101, 23.21, 87.64
2023/09/07 18:52:20, 1103, 23.20, 87.63
2023/09/07 18:52:25, 1103, 23.21, 87.62
2023/09/07 18:52:30, 1103, 23.23, 87.65
2023/09/07 18:52:35, 1103, 23.20, 87.64
2023/09/07 18:52:40, 1103, 23.20, 87.64
2023/09/07 18:52:45, 1105, 23.20, 87.65
2023/09/07 18:52:50, 1105, 23.20, 87.63
2023/09/07 18:52:55, 1106, 23.22, 87.66
2023/09/07 18:53:00, 1105, 23.22, 87.63
2023/09/07 18:53:05, 1107, 23.21, 87.65
2023/09/07 18:53:10, 1106, 23.21, 87.66
2023/09/07 18:53:15, 1106, 23.23, 87.63
2023/09/07 18:53:20, 1106, 23.22, 87.62
2023/09/07 18:53:25, 1106, 23.20, 87.64
2023/09/07 18:53:30, 1105, 23.20, 87.65
2023/09/07 18:53:35, 1105, 23.22, 87.66
2023/09/07 18:53:40, 1105, 23.22, 87.64
2023/09/07 18:53:45, 1105, 23.20, 87.59
2023/09/07 18:53:50, 1106, 23.20, 87.63
2023/09/07 18:53:55, 1106, 23.21, 87.64
2023/09/07 18:54:00, 1107, 23.22, 87.64
2023/09/07 18:54:05, 1106, 23.21, 87.64
2023/09/07 18:54:10, 1107, 23.21, 87.63
2023/09/07 18:54:15, 1106, 23.21, 87.61
2023/09/07 18:54:20, 1107, 23.20, 87.61
2023/09/07 18:54:25, 1105, 23.21, 87.62
2023/09/07 18:54:30, 1106, 23.20, 87.60
2023/09/07 18:54:35, 1107, 23.23, 87.57
2023/09/07 18:54:40, 1107, 23.21, 87.63
2023/09/07 18:54:45, 1107, 23.20, 87.61
2023/09/07 18:54:50, 1107, 23.21, 87.61
2023/09/07 18:54:55, 1108, 23.23, 87.63
2023/09/07 18:55:00, 1109, 23.20, 87.62
2023/09/07 18:55:05, 1109, 23.20, 87.60
2023/09/07 18:55:10, 1109, 23.22, 87.64
2023/09/07 18:55:15, 1109, 23.20, 87.62
2023/09/07 18:55:20, 1110, 23.22, 87.61
2023/09/07 18:55:25, 1110, 23.21, 87.62
2023/09/07 18:55:30, 1111, 23.23, 87.62
2023/09/07 18:55:35, 1111, 23.22, 87.62
2023/09/07 18:55:40, 1112, 23.23, 87.62
2023/09/07 18:55:45, 1112, 23.23, 87.63
2023/09/07 18:55:50, 1112, 23.23, 87.62
2023/09/07 18:55:55, 1113, 23.21, 87.58
2023/09/07 18:56:00, 1112, 23.23, 87.60
2023/09/07 18:56:05, 1112, 23.22, 87.58
2023/09/07 18:56:10, 1112, 23.21, 87.61
2023/09/07 18:56:15, 1112, 23.22, 87.60
2023/09/07 18:56:20, 1113, 23.22, 87.58
2023/09/07 18:56:25, 1113, 23.20, 87.59
2023/09/07 18:56:30, 1112, 23.25, 87.61
2023/09/07 18:56:35, 1113, 23.22, 87.58
2023/09/07 18:56:40, 1113, 23.20, 87.60
2023/09/07 18:56:45, 1113, 23.21, 87.59
2023/09/07 18:56:50, 1114, 23.23, 87.61
2023/09/07 18:56:55, 1114, 23.20, 87.62
2023/09/07 18:57:00, 1114, 23.22, 87.60
2023/09/07 18:57:05, 1114, 23.22, 87.61
2023/09/07 18:57:10, 1114, 23.21, 87.59
2023/09/07 18:57:15, 1114, 23.18, 87.57
2023/09/07 18:57:20, 1114, 23.23, 87.57
2023/09/07 18:57:25, 1114, 23.23, 87.60
2023/09/07 18:57:30, 1114, 23.22, 87.59
2023/09/07 18:57:35, 1114, 23.21, 87.57
2023/09/07 18:57:40, 1114, 23.21, 87.55
2023/09/07 18:57:45, 1115, 23.21, 87.57
2023/09/07 18:57:50, 1114, 23.22, 87.55
2023/09/07 18:57:55, 1116, 23.24, 87.58
2023/09/07 18:58:00, 1117, 23.24, 87.62
2023/09/07 18:58:05, 1117, 23.21, 87.61
2023/09/07 18:58:10, 1117, 23.22, 87.59
2023/09/07 18:58:15, 1118, 23.22, 87.57
2023/09/07 18:58:20, 1118, 23.22, 87.58
2023/09/07 18:58:25, 1118, 23.21, 87.59
2023/09/07 18:58:30, 1119, 23.22, 87.57
2023/09/07 18:58:35, 1119, 23.21, 87.58
2023/09/07 18:58:40, 1119, 23.23, 87.59
2023/09/07 18:58:45, 1119, 23.20, 87.55
2023/09/07 18:58:50, 1119, 23.21, 87.57
2023/09/07 18:58:55, 1119, 23.21, 87.54
2023/09/07 18:59:00, 1120, 23.22, 87.57
2023/09/07 18:59:05, 1120, 23.22, 87.58
2023/09/07 18:59:10, 1119, 23.23, 87.57
2023/09/07 18:59:15, 1119, 23.22, 87.57
2023/09/07 18:59:20, 1119, 23.22, 87.56
