time, co2(ppm), temperature(C), rel_humidity(percent)
01-09-2023 16:47:28, 1153, 20.77, 70.36
01-09-2023 16:47:33, 1153, 20.77, 70.33
01-09-2023 16:47:38, 1152, 20.77, 70.32
01-09-2023 16:47:43, 1153, 20.77, 70.36
01-09-2023 16:47:48, 1152, 20.77, 70.33
01-09-2023 16:47:53, 1153, 20.77, 70.36
01-09-2023 16:47:58, 1152, 20.76, 70.35
01-09-2023 16:48:03, 1151, 20.77, 70.34
01-09-2023 16:48:08, 1152, 20.77, 70.31
01-09-2023 16:48:13, 1153, 20.77, 70.36
01-09-2023 16:48:18, 1153, 20.77, 70.34
01-09-2023 16:48:23, 1153, 20.78, 70.36
01-09-2023 16:48:28, 1153, 20.78, 70.31
01-09-2023 16:48:33, 1154, 20.79, 70.37
01-09-2023 16:48:38, 1154, 20.77, 70.34
01-09-2023 16:48:43, 1154, 20.78, 70.38
01-09-2023 16:48:48, 1154, 20.77, 70.36
01-09-2023 16:48:53, 1154, 20.77, 70.34
01-09-2023 16:48:58, 1154, 20.77, 70.37
01-09-2023 16:49:03, 1154, 20.76, 70.37
01-09-2023 16:49:08, 1154, 20.77, 70.36
01-09-2023 16:49:13, 1154, 20.77, 70.33
01-09-2023 16:49:18, 1154, 20.77, 70.33
01-09-2023 16:49:23, 1154, 20.79, 70.37
01-09-2023 16:49:28, 1153, 20.77, 70.35
01-09-2023 16:49:33, 1154, 20.78, 70.33
01-09-2023 16:49:38, 1154, 20.77, 70.35
01-09-2023 16:49:43, 1154, 20.79, 70.36
01-09-2023 16:49:48, 1153, 20.78, 70.35
01-09-2023 16:49:53, 1154, 20.78, 70.36
01-09-2023 16:49:58, 1155, 20.79, 70.37
01-09-2023 16:50:03, 1155, 20.77, 70.36
01-09-2023 16:50:08, 1155, 20.78, 70.35
01-09-2023 16:50:13, 1155, 20.75, 70.33
01-09-2023 16:50:18, 1155, 20.78, 70.35
01-09-2023 16:50:23, 1155, 20.77, 70.34
01-09-2023 16:50:28, 1154, 20.78, 70.33
01-09-2023 16:50:33, 1154, 20.77, 70.36
01-09-2023 16:50:38, 1153, 20.77, 70.34
01-09-2023 16:50:43, 1153, 20.80, 70.35
01-09-2023 16:50:48, 1153, 20.80, 70.38
01-09-2023 16:50:53, 1153, 20.77, 70.35
01-09-2023 16:50:58, 1153, 20.76, 70.36
01-09-2023 16:51:03, 1153, 20.76, 70.31
01-09-2023 16:51:08, 1154, 20.78, 70.31
01-09-2023 16:51:13, 1156, 20.76, 70.33
01-09-2023 16:51:18, 1156, 20.77, 70.34
01-09-2023 16:51:23, 1155, 20.77, 70.33
01-09-2023 16:51:28, 1155, 20.75, 70.34
01-09-2023 16:51:33, 1155, 20.78, 70.36
01-09-2023 16:51:38, 1155, 20.78, 70.31
01-09-2023 16:51:43, 1156, 20.78, 70.35
01-09-2023 16:51:48, 1155, 20.76, 70.32
01-09-2023 16:51:53, 1156, 20.77, 70.33
01-09-2023 16:51:58, 1156, 20.80, 70.38
01-09-2023 16:52:03, 1156, 20.78, 70.35
01-09-2023 16:52:08, 1156, 20.78, 70.32
01-09-2023 16:52:13, 1156, 20.77, 70.34
01-09-2023 16:52:18, 1156, 20.77, 70.34
01-09-2023 16:52:23, 1156, 20.77, 70.36
01-09-2023 16:52:28, 1157, 20.79, 70.32
01-09-2023 16:52:33, 1157, 20.80, 70.34
01-09-2023 16:52:38, 1157, 20.77, 70.34
01-09-2023 16:52:43, 1158, 20.80, 70.31
01-09-2023 16:52:48, 1158, 20.79, 70.39
01-09-2023 16:52:53, 1159, 20.78, 70.34
01-09-2023 16:52:58, 1158, 20.79, 70.38
01-09-2023 16:53:03, 1159, 20.78, 70.39
01-09-2023 16:53:08, 1158, 20.80, 70.34
01-09-2023 16:53:13, 1159, 20.77, 70.39
01-09-2023 16:53:18, 1159, 20.78, 70.33
01-09-2023 16:53:23, 1160, 20.76, 70.31
01-09-2023 16:53:28, 1159, 20.78, 70.35
01-09-2023 16:53:33, 1159, 20.78, 70.36
01-09-2023 16:53:38, 1160, 20.80, 70.37
01-09-2023 16:53:43, 1158, 20.79, 70.38
01-09-2023 16:53:48, 1158, 20.79, 70.38
01-09-2023 16:53:53, 1158, 20.80, 70.36
01-09-2023 16:53:58, 1157, 20.79, 70.33
01-09-2023 16:54:03, 1158, 20.78, 70.38
01-09-2023 16:54:08, 1158, 20.77, 70.33
01-09-2023 16:54:13, 1158, 20.77, 70.36
01-09-2023 16:54:18, 1160, 20.79, 70.33
01-09-2023 16:54:23, 1160, 20.77, 70.36
01-09-2023 16:54:28, 1161, 20.79, 70.34
01-09-2023 16:54:33, 1163, 20.79, 70.37
01-09-2023 16:54:38, 1164, 20.79, 70.37
01-09-2023 16:54:43, 1166, 20.78, 70.36
01-09-2023 16:54:48, 1164, 20.80, 70.36
01-09-2023 16:54:53, 1163, 20.79, 70.40
01-09-2023 16:54:58, 1164, 20.78, 70.33
01-09-2023 16:55:03, 1163, 20.79, 70.37
01-09-2023 16:55:08, 1163, 20.80, 70.31
01-09-2023 16:55:13, 1163, 20.78, 70.33
01-09-2023 16:55:18, 1164, 20.77, 70.34
01-09-2023 16:55:23, 1164, 20.79, 70.31
01-09-2023 16:55:28, 1165, 20.81, 70.34
01-09-2023 16:55:33, 1164, 20.79, 70.36
01-09-2023 16:55:38, 1165, 20.77, 70.33
01-09-2023 16:55:43, 1164, 20.77, 70.35
01-09-2023 16:55:48, 1165, 20.81, 70.38
01-09-2023 16:55:53, 1165, 20.79, 70.35
01-09-2023 16:55:58, 1166, 20.78, 70.36
01-09-2023 16:56:03, 1166, 20.76, 70.36
01-09-2023 16:56:08, 1165, 20.79, 70.41
01-09-2023 16:56:13, 1165, 20.79, 70.33
01-09-2023 16:56:18, 1165, 20.79, 70.34
01-09-2023 16:56:23, 1165, 20.80, 70.37
01-09-2023 16:56:28, 1166, 20.80, 70.35
01-09-2023 16:56:33, 1166, 20.79, 70.38
01-09-2023 16:56:38, 1165, 20.77, 70.36
01-09-2023 16:56:43, 1165, 20.80, 70.33
01-09-2023 16:56:48, 1165, 20.78, 70.36
01-09-2023 16:56:53, 1166, 20.79, 70.37
01-09-2023 16:56:58, 1166, 20.76, 70.37
01-09-2023 16:57:03, 1168, 20.79, 70.38
01-09-2023 16:57:08, 1167, 20.78, 70.32
01-09-2023 16:57:13, 1167, 20.77, 70.33
01-09-2023 16:57:18, 1167, 20.80, 70.36
01-09-2023 16:57:23, 1167, 20.80, 70.32
01-09-2023 16:57:28, 1168, 20.77, 70.34
01-09-2023 16:57:33, 1167, 20.78, 70.39
01-09-2023 16:57:38, 1167, 20.79, 70.36
01-09-2023 16:57:43, 1168, 20.79, 70.33
01-09-2023 16:57:48, 1167, 20.80, 70.37
01-09-2023 16:57:53, 1168, 20.78, 70.36
01-09-2023 16:57:58, 1169, 20.79, 70.37
01-09-2023 16:58:03, 1169, 20.78, 70.40
01-09-2023 16:58:08, 1169, 20.81, 70.35
01-09-2023 16:58:13, 1170, 20.78, 70.38
01-09-2023 16:58:18, 1169, 20.79, 70.37
01-09-2023 16:58:23, 1170, 20.79, 70.32
01-09-2023 16:58:28, 1169, 20.77, 70.36
01-09-2023 16:58:33, 1170, 20.79, 70.34
01-09-2023 16:58:38, 1170, 20.79, 70.38
01-09-2023 16:58:43, 1170, 20.78, 70.36
01-09-2023 16:58:48, 1170, 20.79, 70.34
01-09-2023 16:58:53, 1170, 20.77, 70.37
01-09-2023 16:58:58, 1169, 20.77, 70.35
01-09-2023 16:59:03, 1170, 20.78, 70.38
01-09-2023 16:59:08, 1169, 20.78, 70.31
01-09-2023 16:59:13, 1170, 20.80, 70.37
01-09-2023 16:59:18, 1170, 20.79, 70.38
01-09-2023 16:59:23, 1170, 20.79, 70.36
01-09-2023 16:59:28, 1169, 20.79, 70.38
01-09-2023 16:59:33, 1170, 20.80, 70.36
01-09-2023 16:59:38, 1170, 20.79, 70.38
01-09-2023 16:59:43, 1170, 20.80, 70.42
01-09-2023 16:59:48, 1170, 20.78, 70.35
01-09-2023 16:59:53, 1170, 20.80, 70.39
01-09-2023 16:59:58, 1169, 20.78, 70.33
01-09-2023 17:00:03, 1169, 20.78, 70.39
01-09-2023 17:00:08, 1168, 20.79, 70.39
01-09-2023 17:00:13, 1169, 20.79, 70.35
01-09-2023 17:00:18, 1169, 20.81, 70.37
01-09-2023 17:00:23, 1170, 20.80, 70.37
01-09-2023 17:00:28, 1170, 20.79, 70.38
01-09-2023 17:00:33, 1172, 20.77, 70.40
01-09-2023 17:00:38, 1172, 20.79, 70.41
01-09-2023 17:00:43, 1172, 20.77, 70.39
01-09-2023 17:00:48, 1172, 20.79, 70.40
01-09-2023 17:00:53, 1173, 20.78, 70.35
01-09-2023 17:00:58, 1173, 20.79, 70.42
01-09-2023 17:01:03, 1173, 20.78, 70.38
01-09-2023 17:01:08, 1174, 20.78, 70.39
01-09-2023 17:01:13, 1173, 20.80, 70.43
01-09-2023 17:01:18, 1173, 20.78, 70.38
01-09-2023 17:01:23, 1173, 20.80, 70.41
01-09-2023 17:01:28, 1173, 20.81, 70.31
01-09-2023 17:01:33, 1173, 20.80, 70.42
01-09-2023 17:01:38, 1173, 20.78, 70.39
01-09-2023 17:01:43, 1173, 20.80, 70.42
01-09-2023 17:01:48, 1174, 20.81, 70.36
01-09-2023 17:01:53, 1174, 20.80, 70.37
01-09-2023 17:01:58, 1174, 20.80, 70.36
01-09-2023 17:02:03, 1174, 20.81, 70.40
01-09-2023 17:02:08, 1174, 20.80, 70.45
01-09-2023 17:02:13, 1174, 20.81, 70.40
01-09-2023 17:02:18, 1175, 20.82, 70.38
01-09-2023 17:02:23, 1175, 20.79, 70.41
01-09-2023 17:02:28, 1175, 20.78, 70.41
01-09-2023 17:02:33, 1175, 20.79, 70.36
01-09-2023 17:02:38, 1176, 20.78, 70.35
01-09-2023 17:02:43, 1175, 20.79, 70.41
01-09-2023 17:02:48, 1175, 20.80, 70.39
01-09-2023 17:02:53, 1176, 20.79, 70.38
01-09-2023 17:02:58, 1176, 20.80, 70.38
01-09-2023 17:03:03, 1176, 20.81, 70.38
01-09-2023 17:03:09, 1176, 20.78, 70.36
01-09-2023 17:03:14, 1176, 20.79, 70.39
01-09-2023 17:03:19, 1176, 20.80, 70.37
01-09-2023 17:03:24, 1175, 20.81, 70.39
01-09-2023 17:03:29, 1176, 20.79, 70.41
01-09-2023 17:03:34, 1176, 20.79, 70.39
01-09-2023 17:03:39, 1177, 20.81, 70.36
01-09-2023 17:03:44, 1176, 20.81, 70.41
01-09-2023 17:03:49, 1177, 20.80, 70.39
01-09-2023 17:03:54, 1177, 20.81, 70.38
01-09-2023 17:03:59, 1177, 20.79, 70.40
01-09-2023 17:04:04, 1177, 20.80, 70.42
01-09-2023 17:04:09, 1177, 20.80, 70.41
01-09-2023 17:04:14, 1178, 20.81, 70.37
01-09-2023 17:04:19, 1178, 20.79, 70.39
01-09-2023 17:04:24, 1177, 20.80, 70.42
01-09-2023 17:04:29, 1177, 20.80, 70.42
01-09-2023 17:04:34, 1178, 20.80, 70.40
01-09-2023 17:04:39, 1177, 20.81, 70.39
01-09-2023 17:04:44, 1177, 20.81, 70.43
01-09-2023 17:04:49, 1177, 20.80, 70.38
01-09-2023 17:04:54, 1178, 20.80, 70.39
01-09-2023 17:04:59, 1178, 20.81, 70.40
01-09-2023 17:05:04, 1178, 20.79, 70.42
01-09-2023 17:05:09, 1178, 20.81, 70.42
01-09-2023 17:05:14, 1179, 20.80, 70.41
01-09-2023 17:05:19, 1179, 20.81, 70.43
01-09-2023 17:05:24, 1180, 20.80, 70.42
01-09-2023 17:05:29, 1180, 20.79, 70.40
01-09-2023 17:05:34, 1180, 20.80, 70.42
01-09-2023 17:05:39, 1179, 20.81, 70.42
01-09-2023 17:05:44, 1179, 20.80, 70.42
01-09-2023 17:05:49, 1179, 20.81, 70.41
01-09-2023 17:05:54, 1179, 20.80, 70.40
01-09-2023 17:05:59, 1179, 20.80, 70.39
01-09-2023 17:06:04, 1179, 20.80, 70.44
01-09-2023 17:06:09, 1178, 20.82, 70.43
01-09-2023 17:06:14, 1179, 20.81, 70.46
01-09-2023 17:06:19, 1179, 20.79, 70.42
01-09-2023 17:06:24, 1180, 20.80, 70.43
01-09-2023 17:06:29, 1179, 20.79, 70.42
01-09-2023 17:06:34, 1179, 20.81, 70.42
01-09-2023 17:06:39, 1180, 20.78, 70.44
01-09-2023 17:06:44, 1181, 20.81, 70.46
01-09-2023 17:06:49, 1181, 20.79, 70.45
01-09-2023 17:06:54, 1180, 20.80, 70.44
01-09-2023 17:06:59, 1180, 20.80, 70.44
01-09-2023 17:07:04, 1180, 20.80, 70.43
01-09-2023 17:07:09, 1179, 20.79, 70.40
01-09-2023 17:07:14, 1179, 20.79, 70.43
01-09-2023 17:07:19, 1179, 20.79, 70.43
01-09-2023 17:07:24, 1179, 20.77, 70.42
01-09-2023 17:07:29, 1179, 20.79, 70.41
01-09-2023 17:07:34, 1179, 20.81, 70.40
01-09-2023 17:07:39, 1179, 20.80, 70.40
01-09-2023 17:07:44, 1178, 20.79, 70.45
01-09-2023 17:07:49, 1179, 20.80, 70.44
01-09-2023 17:07:54, 1180, 20.81, 70.43
01-09-2023 17:07:59, 1180, 20.80, 70.42
01-09-2023 17:08:04, 1181, 20.80, 70.43
01-09-2023 17:08:09, 1180, 20.79, 70.44
01-09-2023 17:08:14, 1181, 20.80, 70.39
01-09-2023 17:08:19, 1181, 20.80, 70.44
01-09-2023 17:08:24, 1182, 20.81, 70.42
01-09-2023 17:08:29, 1181, 20.77, 70.46
01-09-2023 17:08:34, 1181, 20.81, 70.47
01-09-2023 17:08:39, 1182, 20.79, 70.43
01-09-2023 17:08:44, 1182, 20.79, 70.42
01-09-2023 17:08:49, 1181, 20.80, 70.45
01-09-2023 17:08:54, 1181, 20.79, 70.43
01-09-2023 17:08:59, 1181, 20.80, 70.44
01-09-2023 17:09:04, 1181, 20.77, 70.43
01-09-2023 17:09:09, 1181, 20.78, 70.43
01-09-2023 17:09:14, 1181, 20.79, 70.45
01-09-2023 17:09:19, 1181, 20.78, 70.45
01-09-2023 17:09:24, 1182, 20.80, 70.44
01-09-2023 17:09:29, 1183, 20.78, 70.46
01-09-2023 17:09:34, 1182, 20.79, 70.44
01-09-2023 17:09:39, 1183, 20.79, 70.45
01-09-2023 17:09:44, 1183, 20.79, 70.47
01-09-2023 17:09:49, 1183, 20.81, 70.42
01-09-2023 17:09:54, 1184, 20.79, 70.47
01-09-2023 17:09:59, 1184, 20.80, 70.48
01-09-2023 17:10:04, 1183, 20.79, 70.44
01-09-2023 17:10:09, 1184, 20.80, 70.48
01-09-2023 17:10:14, 1184, 20.77, 70.47
01-09-2023 17:10:19, 1184, 20.79, 70.43
01-09-2023 17:10:24, 1185, 20.80, 70.47
01-09-2023 17:10:29, 1185, 20.79, 70.44
01-09-2023 17:10:34, 1185, 20.79, 70.44
01-09-2023 17:10:39, 1185, 20.78, 70.45
01-09-2023 17:10:44, 1185, 20.79, 70.43
01-09-2023 17:10:49, 1185, 20.78, 70.43
01-09-2023 17:10:54, 1185, 20.80, 70.41
01-09-2023 17:10:59, 1186, 20.79, 70.43
01-09-2023 17:11:04, 1186, 20.79, 70.47
01-09-2023 17:11:09, 1187, 20.77, 70.46
01-09-2023 17:11:14, 1186, 20.80, 70.44
01-09-2023 17:11:19, 1186, 20.77, 70.43
01-09-2023 17:11:24, 1186, 20.80, 70.48
01-09-2023 17:11:29, 1187, 20.77, 70.45
01-09-2023 17:11:34, 1187, 20.80, 70.47
01-09-2023 17:11:39, 1188, 20.80, 70.47
01-09-2023 17:11:44, 1188, 20.81, 70.45
01-09-2023 17:11:49, 1187, 20.79, 70.43
01-09-2023 17:11:54, 1188, 20.80, 70.44
01-09-2023 17:11:59, 1188, 20.79, 70.45
01-09-2023 17:12:04, 1188, 20.79, 70.44
01-09-2023 17:12:09, 1189, 20.81, 70.43
01-09-2023 17:12:14, 1189, 20.81, 70.48
01-09-2023 17:12:19, 1189, 20.76, 70.46
01-09-2023 17:12:24, 1188, 20.78, 70.44
01-09-2023 17:12:29, 1188, 20.80, 70.43
01-09-2023 17:12:34, 1188, 20.80, 70.43
01-09-2023 17:12:39, 1188, 20.79, 70.45
01-09-2023 17:12:44, 1188, 20.80, 70.42
01-09-2023 17:12:49, 1187, 20.79, 70.47
01-09-2023 17:12:54, 1187, 20.81, 70.46
01-09-2023 17:12:59, 1187, 20.78, 70.47
01-09-2023 17:13:04, 1186, 20.77, 70.44
01-09-2023 17:13:09, 1187, 20.80, 70.47
01-09-2023 17:13:14, 1187, 20.80, 70.47
01-09-2023 17:13:19, 1187, 20.79, 70.48
01-09-2023 17:13:24, 1187, 20.79, 70.43
01-09-2023 17:13:29, 1186, 20.80, 70.45
01-09-2023 17:13:34, 1187, 20.80, 70.41
01-09-2023 17:13:39, 1186, 20.79, 70.51
01-09-2023 17:13:44, 1187, 20.82, 70.48
01-09-2023 17:13:49, 1187, 20.80, 70.47
01-09-2023 17:13:54, 1187, 20.81, 70.45
01-09-2023 17:13:59, 1187, 20.80, 70.50
01-09-2023 17:14:04, 1187, 20.80, 70.49
01-09-2023 17:14:09, 1187, 20.79, 70.48
01-09-2023 17:14:14, 1187, 20.81, 70.53
01-09-2023 17:14:19, 1186, 20.79, 70.45
01-09-2023 17:14:24, 1186, 20.81, 70.47
01-09-2023 17:14:29, 1187, 20.79, 70.48
01-09-2023 17:14:34, 1187, 20.80, 70.44
01-09-2023 17:14:39, 1187, 20.80, 70.48
01-09-2023 17:14:44, 1187, 20.79, 70.45
01-09-2023 17:14:49, 1187, 20.80, 70.47
01-09-2023 17:14:54, 1188, 20.80, 70.47
01-09-2023 17:14:59, 1188, 20.80, 70.50
01-09-2023 17:15:04, 1188, 20.79, 70.48
01-09-2023 17:15:09, 1187, 20.79, 70.51
01-09-2023 17:15:14, 1187, 20.79, 70.47
01-09-2023 17:15:19, 1188, 20.80, 70.49
01-09-2023 17:15:24, 1187, 20.78, 70.48
01-09-2023 17:15:29, 1188, 20.80, 70.47
01-09-2023 17:15:34, 1188, 20.81, 70.50
01-09-2023 17:15:39, 1188, 20.80, 70.47
01-09-2023 17:15:44, 1189, 20.81, 70.50
01-09-2023 17:15:49, 1189, 20.80, 70.51
01-09-2023 17:15:54, 1189, 20.78, 70.49
01-09-2023 17:15:59, 1188, 20.79, 70.48
01-09-2023 17:16:04, 1188, 20.81, 70.49
01-09-2023 17:16:09, 1188, 20.77, 70.47
01-09-2023 17:16:14, 1187, 20.80, 70.47
01-09-2023 17:16:19, 1187, 20.80, 70.47
01-09-2023 17:16:24, 1188, 20.81, 70.50
01-09-2023 17:16:29, 1187, 20.83, 70.49
01-09-2023 17:16:34, 1188, 20.77, 70.49
01-09-2023 17:16:39, 1188, 20.81, 70.51
01-09-2023 17:16:44, 1188, 20.79, 70.51
01-09-2023 17:16:49, 1190, 20.80, 70.55
01-09-2023 17:16:54, 1190, 20.80, 70.52
01-09-2023 17:16:59, 1191, 20.79, 70.52
01-09-2023 17:17:04, 1194, 20.80, 70.53
01-09-2023 17:17:09, 1194, 20.80, 70.49
01-09-2023 17:17:14, 1195, 20.80, 70.54
01-09-2023 17:17:19, 1195, 20.80, 70.48
01-09-2023 17:17:24, 1194, 20.79, 70.54
01-09-2023 17:17:29, 1193, 20.80, 70.52
01-09-2023 17:17:34, 1193, 20.79, 70.53
01-09-2023 17:17:39, 1192, 20.81, 70.53
01-09-2023 17:17:44, 1192, 20.80, 70.50
01-09-2023 17:17:50, 1192, 20.81, 70.49
01-09-2023 17:17:55, 1192, 20.77, 70.53
01-09-2023 17:18:00, 1193, 20.79, 70.52
01-09-2023 17:18:05, 1193, 20.77, 70.52
01-09-2023 17:18:10, 1193, 20.79, 70.52
01-09-2023 17:18:15, 1194, 20.79, 70.54
01-09-2023 17:18:20, 1194, 20.80, 70.55
01-09-2023 17:18:25, 1194, 20.79, 70.50
01-09-2023 17:18:30, 1195, 20.80, 70.54
01-09-2023 17:18:35, 1195, 20.79, 70.53
01-09-2023 17:18:40, 1195, 20.79, 70.53
01-09-2023 17:18:45, 1195, 20.78, 70.53
01-09-2023 17:18:50, 1195, 20.79, 70.55
01-09-2023 17:18:55, 1195, 20.79, 70.53
01-09-2023 17:19:00, 1195, 20.79, 70.53
01-09-2023 17:19:05, 1194, 20.79, 70.54
01-09-2023 17:19:10, 1193, 20.77, 70.49
01-09-2023 17:19:15, 1193, 20.80, 70.53
01-09-2023 17:19:20, 1193, 20.82, 70.56
01-09-2023 17:19:25, 1193, 20.80, 70.51
01-09-2023 17:19:30, 1192, 20.79, 70.55
01-09-2023 17:19:35, 1193, 20.80, 70.57
01-09-2023 17:19:40, 1192, 20.82, 70.58
01-09-2023 17:19:45, 1193, 20.79, 70.57
01-09-2023 17:19:50, 1192, 20.80, 70.57
01-09-2023 17:19:55, 1193, 20.83, 70.54
01-09-2023 17:20:00, 1194, 20.82, 70.58
01-09-2023 17:20:05, 1194, 20.79, 70.57
01-09-2023 17:20:10, 1194, 20.80, 70.56
01-09-2023 17:20:15, 1194, 20.80, 70.57
01-09-2023 17:20:20, 1194, 20.81, 70.56
01-09-2023 17:20:25, 1195, 20.82, 70.60
01-09-2023 17:20:30, 1195, 20.81, 70.57
01-09-2023 17:20:35, 1196, 20.79, 70.61
01-09-2023 17:20:40, 1197, 20.80, 70.59
01-09-2023 17:20:45, 1199, 20.81, 70.61
01-09-2023 17:20:50, 1199, 20.79, 70.59
01-09-2023 17:20:55, 1199, 20.82, 70.56
01-09-2023 17:21:00, 1199, 20.80, 70.58
01-09-2023 17:21:05, 1199, 20.79, 70.58
01-09-2023 17:21:10, 1198, 20.79, 70.56
01-09-2023 17:21:15, 1198, 20.79, 70.57
01-09-2023 17:21:20, 1198, 20.79, 70.57
01-09-2023 17:21:25, 1198, 20.80, 70.61
01-09-2023 17:21:30, 1197, 20.78, 70.57
01-09-2023 17:21:35, 1197, 20.79, 70.57
01-09-2023 17:21:40, 1198, 20.78, 70.53
01-09-2023 17:21:45, 1198, 20.80, 70.61
01-09-2023 17:21:50, 1198, 20.79, 70.59
01-09-2023 17:21:55, 1199, 20.79, 70.58
01-09-2023 17:22:00, 1199, 20.79, 70.58
01-09-2023 17:22:05, 1199, 20.80, 70.57
01-09-2023 17:22:10, 1199, 20.80, 70.61
01-09-2023 17:22:15, 1199, 20.79, 70.64
01-09-2023 17:22:20, 1199, 20.79, 70.59
01-09-2023 17:22:25, 1199, 20.81, 70.60
01-09-2023 17:22:30, 1199, 20.79, 70.59
01-09-2023 17:22:35, 1199, 20.80, 70.55
01-09-2023 17:22:40, 1201, 20.79, 70.63
01-09-2023 17:22:45, 1200, 20.81, 70.63
01-09-2023 17:22:50, 1200, 20.79, 70.61
01-09-2023 17:22:55, 1199, 20.77, 70.61
01-09-2023 17:23:00, 1199, 20.81, 70.61
01-09-2023 17:23:05, 1199, 20.79, 70.58
01-09-2023 17:23:10, 1199, 20.79, 70.63
01-09-2023 17:23:15, 1200, 20.78, 70.59
01-09-2023 17:23:20, 1200, 20.79, 70.61
01-09-2023 17:23:25, 1199, 20.80, 70.63
01-09-2023 17:23:30, 1199, 20.80, 70.55
01-09-2023 17:23:35, 1199, 20.80, 70.61
01-09-2023 17:23:40, 1200, 20.81, 70.63
01-09-2023 17:23:45, 1199, 20.81, 70.63
01-09-2023 17:23:50, 1198, 20.78, 70.61
01-09-2023 17:23:55, 1198, 20.81, 70.61
01-09-2023 17:24:00, 1198, 20.80, 70.58
01-09-2023 17:24:05, 1199, 20.80, 70.61
01-09-2023 17:24:10, 1198, 20.80, 70.62
01-09-2023 17:24:15, 1198, 20.79, 70.57
01-09-2023 17:24:20, 1198, 20.80, 70.66
01-09-2023 17:24:25, 1198, 20.79, 70.64
01-09-2023 17:24:30, 1198, 20.79, 70.64
01-09-2023 17:24:35, 1198, 20.81, 70.62
01-09-2023 17:24:40, 1198, 20.79, 70.61
01-09-2023 17:24:45, 1198, 20.79, 70.65
01-09-2023 17:24:50, 1198, 20.79, 70.64
01-09-2023 17:24:55, 1198, 20.79, 70.63
01-09-2023 17:25:00, 1198, 20.80, 70.69
01-09-2023 17:25:05, 1197, 20.79, 70.60
01-09-2023 17:25:10, 1198, 20.79, 70.64
01-09-2023 17:25:15, 1199, 20.77, 70.66
01-09-2023 17:25:20, 1199, 20.81, 70.62
01-09-2023 17:25:25, 1199, 20.79, 70.68
01-09-2023 17:25:30, 1198, 20.79, 70.59
01-09-2023 17:25:35, 1199, 20.80, 70.65
01-09-2023 17:25:40, 1198, 20.80, 70.62
01-09-2023 17:25:45, 1199, 20.80, 70.62
01-09-2023 17:25:50, 1198, 20.78, 70.61
01-09-2023 17:25:55, 1197, 20.79, 70.64
01-09-2023 17:26:00, 1198, 20.78, 70.66
01-09-2023 17:26:05, 1198, 20.80, 70.66
01-09-2023 17:26:10, 1198, 20.81, 70.65
01-09-2023 17:26:15, 1198, 20.79, 70.66
01-09-2023 17:26:20, 1198, 20.80, 70.69
01-09-2023 17:26:25, 1198, 20.80, 70.65
01-09-2023 17:26:30, 1198, 20.80, 70.68
01-09-2023 17:26:35, 1198, 20.80, 70.64
01-09-2023 17:26:40, 1199, 20.81, 70.66
01-09-2023 17:26:45, 1200, 20.80, 70.69
01-09-2023 17:26:50, 1201, 20.81, 70.65
01-09-2023 17:26:55, 1201, 20.80, 70.72
01-09-2023 17:27:00, 1201, 20.80, 70.70
01-09-2023 17:27:05, 1201, 20.80, 70.65
01-09-2023 17:27:10, 1203, 20.80, 70.64
01-09-2023 17:27:15, 1204, 20.80, 70.64
01-09-2023 17:27:20, 1205, 20.80, 70.65
01-09-2023 17:27:25, 1205, 20.80, 70.70
01-09-2023 17:27:30, 1205, 20.80, 70.63
01-09-2023 17:27:35, 1205, 20.80, 70.69
01-09-2023 17:27:40, 1205, 20.81, 70.68
01-09-2023 17:27:45, 1205, 20.81, 70.68
01-09-2023 17:27:50, 1205, 20.81, 70.65
01-09-2023 17:27:55, 1205, 20.80, 70.73
01-09-2023 17:28:00, 1205, 20.79, 70.71
01-09-2023 17:28:05, 1205, 20.81, 70.68
01-09-2023 17:28:10, 1205, 20.81, 70.69
01-09-2023 17:28:15, 1205, 20.79, 70.67
01-09-2023 17:28:20, 1204, 20.81, 70.74
01-09-2023 17:28:25, 1205, 20.80, 70.68
01-09-2023 17:28:30, 1205, 20.80, 70.69
01-09-2023 17:28:35, 1205, 20.77, 70.71
01-09-2023 17:28:40, 1205, 20.80, 70.74
01-09-2023 17:28:45, 1204, 20.79, 70.69
01-09-2023 17:28:50, 1205, 20.81, 70.72
01-09-2023 17:28:55, 1204, 20.82, 70.71
01-09-2023 17:29:00, 1205, 20.80, 70.69
01-09-2023 17:29:05, 1205, 20.80, 70.69
01-09-2023 17:29:10, 1206, 20.80, 70.72
01-09-2023 17:29:15, 1206, 20.81, 70.72
01-09-2023 17:29:20, 1209, 20.80, 70.69
01-09-2023 17:29:25, 1209, 20.80, 70.72
01-09-2023 17:29:30, 1208, 20.80, 70.75
01-09-2023 17:29:35, 1208, 20.79, 70.68
01-09-2023 17:29:40, 1208, 20.80, 70.70
01-09-2023 17:29:45, 1208, 20.80, 70.69
01-09-2023 17:29:50, 1209, 20.81, 70.73
01-09-2023 17:29:55, 1209, 20.81, 70.72
01-09-2023 17:30:00, 1209, 20.79, 70.71
01-09-2023 17:30:05, 1209, 20.79, 70.75
01-09-2023 17:30:10, 1210, 20.82, 70.73
01-09-2023 17:30:15, 1210, 20.81, 70.72
01-09-2023 17:30:20, 1211, 20.80, 70.69
01-09-2023 17:30:25, 1211, 20.80, 70.72
01-09-2023 17:30:30, 1211, 20.84, 70.73
